		Microsoft DHCP Service Activity Log


Event ID  Meaning
00	The log was started.
01	The log was stopped.
02	The log was temporarily paused due to low disk space.
10	A new IP address was leased to a client.
11	A lease was renewed by a client.
12	A lease was released by a client.
13	An IP address was found to be in use on the network.
14	A lease request could not be satisfied because the scope's address pool was exhausted.
15	A lease was denied.
16	A lease was deleted.
17	A lease was expired and DNS records for an expired leases have not been deleted.
18	A lease was expired and DNS records were deleted.
20	A BOOTP address was leased to a client.
21	A dynamic BOOTP address was leased to a client.
22	A BOOTP request could not be satisfied because the scope's address pool for BOOTP was exhausted.
23	A BOOTP IP address was deleted after checking to see it was not in use.
24	IP address cleanup operation has began.
25	IP address cleanup statistics.
30	DNS update request to the named DNS server.
31	DNS update failed.
32	DNS update successful.
33	Packet dropped due to NAP policy.
34	DNS update request failed.as the DNS update request queue limit exceeded.
35	DNS update request failed.
36	Packet dropped because the server is in failover standby role or the hash of the client ID does not match.
50+	Codes above 50 are used for Rogue Server Detection information.

QResult: 0: NoQuarantine, 1:Quarantine, 2:Drop Packet, 3:Probation,6:No Quarantine Information ProbationTime:Year-Month-Day Hour:Minute:Second:MilliSecond.

ID,Date,Time,Description,IP Address,Host Name,MAC Address,User Name, TransactionID, QResult,Probationtime, CorrelationID,Dhcid,VendorClass(Hex),VendorClass(ASCII),UserClass(Hex),UserClass(ASCII),RelayAgentInformation,DnsRegError.
30,04/13/23,08:38:51,DNS Update Request,10.0.6.102,GFLBPC09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:38:51,Renew,10.0.6.102,GFLBPC09.GFLB.greenfieldlibrary.org,1C697AAE2DA1,,350076694,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:38:51,DNS Update Successful,10.0.6.102,GFLBPC09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:39:08,DNS Update Request,172.21.6.30,GFLBPC150.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:39:08,Renew,172.21.6.30,GFLBPC150.GFLB.greenfieldlibrary.org,00C2C693899C,,870746090,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:39:08,DNS Update Successful,172.21.6.30,GFLBPC150.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:39:36,DNS Update Request,172.21.6.33,GFLBPC152.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:39:36,Renew,172.21.6.33,GFLBPC152.GFLB.greenfieldlibrary.org,00C2C6938299,,1546169327,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:39:36,DNS Update Successful,172.21.6.33,GFLBPC152.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:39:44,DNS Update Request,172.21.6.34,GFLBPC153.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:39:44,Renew,172.21.6.34,GFLBPC153.GFLB.greenfieldlibrary.org,00C2C6938433,,1989729206,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:39:44,DNS Update Successful,172.21.6.34,GFLBPC153.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,09:00:25,DNS Update Request,10.0.6.114,GFLBPC10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,09:00:25,Renew,10.0.6.114,GFLBPC10.GFLB.greenfieldlibrary.org,4CCC6A0B95D6,,4226395525,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,09:00:25,DNS Update Successful,10.0.6.114,GFLBPC10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,09:05:41,DNS Update Request,10.0.6.111,GFLBPC03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,09:05:41,Renew,10.0.6.111,GFLBPC03.GFLB.greenfieldlibrary.org,1C697AADF91C,,1987172724,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,09:05:41,DNS Update Successful,10.0.6.111,GFLBPC03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,09:06:25,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,09:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,09:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,09:26:29,DNS Update Request,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,09:26:29,Renew,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,94C691ACD205,,1496749175,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,09:26:29,DNS Update Successful,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,09:33:43,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,09:33:43,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,1797940177,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,09:33:43,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,10:06:25,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,10:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,10:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,10:33:56,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,10:33:56,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,1829420504,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,10:33:56,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,10:35:24,DNS Update Request,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,10:35:24,Renew,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,FC3497720097,,4093140583,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,10:35:24,DNS Update Successful,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,10:59:41,DNS Update Request,10.0.6.104,GFLBPC11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,10:59:41,Renew,10.0.6.104,GFLBPC11.GFLB.greenfieldlibrary.org,309C230972C2,,678479856,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,10:59:41,DNS Update Successful,10.0.6.104,GFLBPC11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,11:06:26,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,11:06:26,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,11:06:26,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,11:09:11,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,11:09:11,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,1815513246,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,11:09:11,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,11:11:41,DNS Update Request,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,11:11:41,Renew,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,FC3497720077,,2580908862,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,11:11:41,DNS Update Successful,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,11:39:57,DNS Update Request,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,11:39:57,Renew,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,FC349772004A,,40742418,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,11:39:57,DNS Update Successful,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,11:41:26,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,11:41:26,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,2672629618,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,11:41:26,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,11:54:04,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,11:54:04,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,2252815205,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,11:54:04,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,12:06:26,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,12:06:26,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,12:06:26,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,12:15:14,DNS Update Request,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:15:14,Renew,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,FC3497720075,,3099733680,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:15:14,DNS Update Successful,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:16:09,DNS Update Request,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:16:09,Renew,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,FC34977200A8,,3894782478,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:16:09,DNS Update Successful,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:28:32,DNS Update Request,10.0.6.125,GFLBPC16.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:28:32,Renew,10.0.6.125,GFLBPC16.GFLB.greenfieldlibrary.org,4CCC6A0B95F7,,2475637596,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:28:32,DNS Update Successful,10.0.6.125,GFLBPC16.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:30:59,DNS Update Request,10.0.6.137,GFLBPC25.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:30:59,Renew,10.0.6.137,GFLBPC25.GFLB.greenfieldlibrary.org,1C697A658B86,,1043696683,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:30:59,DNS Update Successful,10.0.6.137,GFLBPC25.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:33:19,DNS Update Request,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:33:19,Renew,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,FC3497720075,,458095435,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:33:19,DNS Update Successful,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:33:27,DNS Update Request,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:33:27,Renew,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,FC3497720077,,1165265265,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:33:27,DNS Update Successful,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:40:36,DNS Update Request,172.21.6.48,GFLBLT111.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:40:36,Renew,172.21.6.48,GFLBLT111.GFLB.greenfieldlibrary.org,7C214A76F32C,,176227403,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:40:36,DNS Update Successful,172.21.6.48,GFLBLT111.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,12:52:48,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,12:52:48,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,592613217,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,12:52:48,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,13:06:27,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,13:06:27,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,13:06:27,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,13:56:22,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,13:56:22,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,2798683458,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,13:56:22,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:00:35,DNS Update Request,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:00:35,Renew,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,7C214A7AA57B,,105320552,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:00:35,DNS Update Successful,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,14:06:27,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,14:06:27,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,14:06:27,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,14:08:07,DNS Update Request,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:08:07,Renew,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,FC349772004B,,3915067080,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:08:07,DNS Update Successful,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:19:05,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:19:05,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,2491797985,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:19:05,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:21:30,DNS Update Request,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:21:30,Renew,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,FC34977200A5,,3769528334,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:21:30,DNS Update Successful,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:23:19,DNS Update Request,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:23:19,Renew,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,FC3497720097,,804595132,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:23:19,DNS Update Successful,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:27:41,DNS Update Request,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:27:41,Renew,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,FC3497720035,,2753531273,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:27:41,DNS Update Successful,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:30:38,DNS Update Request,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:30:38,Renew,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,7C214A7AA57B,,212965619,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:30:38,DNS Update Successful,172.21.6.51,GFLBLT109.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:40:58,DNS Update Request,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:40:58,Renew,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,FC349772004A,,3077247191,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:40:58,DNS Update Successful,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:42:07,DNS Update Request,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:42:07,Renew,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,FC34977200A5,,788035399,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:42:07,DNS Update Successful,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,14:55:19,DNS Update Request,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,14:55:19,Renew,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,1C697AADF960,,1923852012,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,14:55:19,DNS Update Successful,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:01:23,DNS Update Request,172.21.6.72,GFLBAD04.LB.greenfieldwi.us,,,0,6,,,,,,,,,0
11,04/13/23,15:01:23,Renew,172.21.6.72,GFLBAD04.LB.greenfieldwi.us,00155D060B09,,987130877,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
31,04/13/23,15:01:24,DNS Update Failed,172.21.6.72,GFLBAD04.LB.greenfieldwi.us,,,0,6,,,,,,,,,1460
24,04/13/23,15:06:28,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,15:06:28,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,15:06:28,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,15:11:55,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:11:55,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,855881414,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:11:55,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:17:10,DNS Update Request,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:17:10,Renew,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,FC3497720077,,2966541553,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:17:10,DNS Update Successful,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:46:10,DNS Update Request,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:46:10,Renew,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,FC3497720035,,1968440136,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:46:10,DNS Update Successful,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:46:51,DNS Update Request,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:46:51,Renew,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,94C691ACD205,,2912896386,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:46:51,DNS Update Successful,10.0.6.124,GFLBPC32.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:46:57,DNS Update Request,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:46:57,Renew,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,FC34977200A3,,2882927051,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:46:57,DNS Update Successful,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:47:59,DNS Update Request,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:47:59,Renew,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,FC34977200A3,,3596535412,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:47:59,DNS Update Successful,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,15:50:23,DNS Update Request,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,15:50:23,Renew,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,FC349772004B,,1792381466,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,15:50:23,DNS Update Successful,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,16:06:28,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,16:06:28,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,16:06:28,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,16:32:11,DNS Update Request,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:32:11,Renew,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,FC3497720035,,908325758,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:32:11,DNS Update Successful,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,16:33:34,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:33:34,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,4144995901,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:33:34,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,16:34:23,DNS Update Request,10.0.6.118,GFLBPC38.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:34:23,Renew,10.0.6.118,GFLBPC38.GFLB.greenfieldlibrary.org,1C697AADFAEE,,3392556116,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:34:23,DNS Update Successful,10.0.6.118,GFLBPC38.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,16:37:36,DNS Update Request,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:37:36,Renew,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,FC34977200A3,,1118253063,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:37:36,DNS Update Successful,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,16:43:07,DNS Update Request,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:43:07,Renew,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,1C697AAC01E2,,4255116464,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:43:07,DNS Update Successful,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,16:50:46,DNS Update Request,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,16:50:46,Renew,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,FC34977200A3,,3143896599,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,16:50:46,DNS Update Successful,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,17:04:19,DNS Update Request,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,17:04:19,Renew,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,1C697AAC01E2,,3116866446,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,17:04:19,DNS Update Successful,10.0.6.110,GFLBPC04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,17:06:29,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,17:06:29,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,17:06:29,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,17:33:13,DNS Update Request,172.21.6.65,GFLBPub12.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,17:33:13,Renew,172.21.6.65,GFLBPub12.GFLB.greenfieldlibrary.org,FC3497720047,,1049045367,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
